VISITOR_ID,ITEM_ID,ACTION_DURATION,TIME_FROM_START,SESSION_DURATION
1733919252425,2070,4.0,57.878999999999905,63.89400000000023
1733919336439,2082,2.1269999999999527,30.251999999999953,217.10199999999986
1733919336439,2111,9.143000000000029,32.378999999999905,217.10199999999986
1733919336439,2110,6.972999999999956,41.521999999999935,217.10199999999986
1733919336439,2093,1.1729999999997744,60.190000000000055,217.10199999999986
1733919336439,2114,0.9160000000001673,61.36299999999983,217.10199999999986
1733919336439,2093,18.899999999999636,62.278999999999996,217.10199999999986
1733919336439,2114,7.515000000000327,81.17899999999963,217.10199999999986
1733919336439,2112,1.949999999999818,88.69399999999996,217.10199999999986
1733919336439,2114,16.766000000000076,90.64399999999978,217.10199999999986
1733919336439,2103,1.3150000000000546,149.3399999999997,217.10199999999986
1733919336439,2104,11.07400000000007,150.65499999999975,217.10199999999986
1733919336439,2070,7.823999999999614,181.48900000000003,217.10199999999986
1733919336439,2072,5.197999999999865,198.0999999999999,217.10199999999986
1733919336439,2146,8.971000000000004,203.29799999999977,217.10199999999986
1733919336439,2072,1.9329999999999927,212.26899999999978,217.10199999999986
1733921339035,2073,4.6159999999999854,45.34600000000046,390.9390000000003
1733921339035,2074,5.183999999999287,49.962000000000444,390.9390000000003
1733921339035,2073,1.7160000000003492,55.14599999999973,390.9390000000003
1733921339035,2074,9.533000000000357,56.86200000000008,390.9390000000003
1733921339035,2084,8.559000000000196,129.85699999999997,390.9390000000003
1733921339035,2085,12.765000000000327,138.41600000000017,390.9390000000003
1733921339035,2089,19.365999999999985,163.38799999999992,390.9390000000003
1738060120688,2066,5.527800000000013,354.89264,486.42834
1738060120688,2067,11.555099999999982,360.42044,486.42834
1738060120688,2068,22.897700000000043,371.97553999999997,486.42834
1738063344182,2073,26.03099999999995,64.16199999999981,1146.3889999999997
1738063344182,2074,7.650000000000091,90.19299999999976,1146.3889999999997
1738063344182,2091,29.764999999999873,116.35800000000017,1146.3889999999997
1738063344182,2084,19.673999999999978,175.4459999999999,1146.3889999999997
1738063344182,2085,20.48199999999997,195.1199999999999,1146.3889999999997
1738063344182,2151,6.443000000000211,215.60199999999986,1146.3889999999997
1738063344182,2152,31.820999999999913,222.04500000000007,1146.3889999999997
